name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
11 UMi b,11 UMi,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,516.21997000,3.20000000,-3.20000000,0,1.530000,0.070000,-0.070000,0,12.300,,,0,1.090,,,0,4684.81420,794.57500,-794.57500,0,14.74000,2.50000,-2.50000,0,Msini,0.080000,0.030000,-0.030000,0,,,,,,,,,0,K4 III,4213.00,46.00,-46.00,0,29.79,2.84,-2.84,0,2.78,0.69,-0.69,0,-0.020,,,0,[Fe/H],1.93,0.07,-0.07,0,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.3210000,1.9765000,-1.9765000,5.0130000,0.0050000,-0.0050000,1.9390000,0.2700000,-0.2700000,4.5621600,0.0039035,-0.0039035
11 Comae Berenices b,304,19.4 Jupiters,4.72307,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6988/11-comae-berenices-b/,Gas Giant,2007,19.4 Jupiters,1.08 x Jupiter,1.29 AU,326 days,0.23,14 And b,14 And,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,185.84000000,0.23000000,-0.23000000,0,0.830000,,,0,12.900,,,0,1.150,,,0,1525.50000,,,0,4.80000,,,0,Msini,0.000000,,,0,,,,,,,,,0,K0 III,4813.00,20.00,-20.00,0,11.00,1.00,-1.00,0,2.20,0.10,-0.20,0,-0.240,0.030,-0.030,0,[Fe/H],2.63,0.07,-0.07,0,23h31m17.80s,352.8241500,+39d14m09.01s,39.2358367,75.4392000,0.7140000,-0.7140000,5.2313300,0.0230000,-0.0230000,2.3310000,0.2400000,-0.2400000,4.9178100,0.0028262,-0.0028262
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,0,1773.40002000,2.50000000,-2.50000000,0,2.930000,0.080000,-0.080000,0,12.900,,,0,1.150,,,0,1481.08780,47.67450,-47.67450,0,4.66000,0.15000,-0.15000,0,Msini,0.370000,0.000000,0.000000,0,,,,,,,,,0,K0 V,5338.00,25.00,-25.00,0,0.93,0.01,-0.01,0,0.90,0.04,-0.04,0,0.410,,,0,[Fe/H],4.45,0.02,-0.02,0,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323000,0.0073000,-0.0073000,6.6193500,0.0230000,-0.0230000,4.7140000,0.0160000,-0.0160000,6.3830000,0.0003512,-0.0003512
11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6989/11-ursae-minoris-b/,Gas Giant,2009,14.74 Jupiters,1.09 x Jupiter,1.53 AU,1.4 years,0.08,17 Sco b,17 Sco,1,1,Radial Velocity,2020,Lick Observatory,0,578.38000000,2.01000000,-2.09000000,0,1.450000,0.020000,-0.020000,0,12.900,,,0,1.150,,,0,1373.01872,47.67426,-38.13941,0,4.32000,0.15000,-0.12000,0,Msini,0.060000,0.030000,-0.020000,0,,,,,,,,,0,K3 III,4157.00,11.00,-10.00,0,25.92,0.78,-0.74,0,1.22,0.13,-0.14,0,-0.010,0.100,-0.100,0,[Fe/H],1.70,0.04,-0.06,0,16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905,124.9530000,2.5900000,-2.5900000,5.2260600,0.0230000,-0.0230000,2.0940000,0.2440000,-0.2440000,4.7542900,0.0050550,-0.0050550
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,0,,,,,330.000000,,,0,18.647,,,0,1.664,,,0,3000.00000,300.00000,-300.00000,0,8.00000,1.00000,-1.00000,0,Mass,,,,,,,,,1700,100,-100,0,0,K7 V,4060.00,300.00,-200.00,0,1.31,0.18,-0.10,0,0.85,0.20,-0.10,0,,,,,,4.00,0.14,-0.10,0,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.1350000,1.3320000,-1.3070000,12.6180000,0.0690000,-0.0690000,8.9160000,0.0210000,-0.0210000,12.0572000,0.0022750,-0.0022750
14 Andromedae b,246,4.8 Jupiters,5.23133,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6990/14-andromedae-b/,Gas Giant,2008,4.8 Jupiters,1.15 x Jupiter,0.83 AU,185.8 days,0.0,24 Boo b,24 Boo,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,0,30.35060000,0.00780000,-0.00770000,0,0.190000,0.012000,-0.009000,0,13.900,,,0,1.240,,,0,289.22530,41.31790,-31.78300,0,0.91000,0.13000,-0.10000,0,Msini,0.042000,0.048000,-0.029000,0,,,,,,,,,0,G3 IV,4893.00,15.00,-15.00,0,10.64,0.84,-0.59,0,0.99,0.19,-0.13,0,-0.770,0.030,-0.030,0,[Fe/H],2.42,0.10,-0.10,0,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863000,0.6368500,-0.6368500,5.5900000,0.0010000,-0.0010000,3.1590000,0.2800000,-0.2800000,5.3339000,0.0019998,-0.0019998
24 Sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,452.80000000,2.10000000,-4.50000000,0,1.333000,0.004000,-0.009000,0,13.400,,,0,1.190,,,0,632.46000,82.63000,-120.77000,0,1.99000,0.26000,-0.38000,0,Msini,0.090000,0.140000,-0.060000,0,,,,,,,,,0,K0 IV,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,[Fe/H],3.50,0.10,-0.10,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,4.2850000,0.0160000,-0.0160000,6.2037400,0.0004976,-0.0004976
14 Herculis b,58,4.66 Jupiters,6.61935,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6991/14-herculis-b/,Gas Giant,2002,4.66 Jupiters,1.15 x Jupiter,2.93 AU,4.9 years,0.37,24 Sex c,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,13.900,,,0,1.240,,,0,273.32000,111.24000,-69.92000,0,0.86000,0.35000,-0.22000,0,Msini,0.290000,0.160000,-0.090000,0,,,,,,,,,0,K0 IV,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,[Fe/H],3.50,0.10,-0.10,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,4.2850000,0.0160000,-0.0160000,6.2037400,0.0004976,-0.0004976
2M0437 b,2MASS J04372171+2651014,1,1,Imaging,2021,Subaru Telescope,0,,,,,118.000000,1.300000,-1.300000,0,13.000,,,0,1.160,,,0,1271.31363,317.82841,-317.82841,0,4.00000,1.00000,-1.00000,0,Mass,,,,,,,,,1450,50,-50,0,0,M V,3100.00,100.00,-100.00,0,0.84,0.11,-0.11,0,0.17,0.01,-0.02,0,0.010,0.050,-0.050,0,[Fe/H],4.50,0.50,-0.50,0,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,128.4840000,1.1960000,-1.1740000,16.1860000,1.1330000,-1.1330000,10.3860000,0.0180000,-0.0180000,14.3374000,0.0007720,-0.0007720
16 Cygni B b,69,1.78 Jupiters,6.215,1996,https://exoplanets.nasa.gov/exoplanet-catalog/6992/16-cygni-b-b/,Gas Giant,1996,1.78 Jupiters,1.2 x Jupiter,1.66 AU,2.2 years,0.68,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,0,,,,,52.000000,6.000000,-6.000000,0,11.209,,,0,1.000,,,0,7786.50000,794.50000,-794.50000,0,24.50000,2.50000,-2.50000,0,Mass,,,,,,,,,1600,100,-100,0,0,M3.5 V,3530.00,50.00,-50.00,0,0.37,0.01,-0.01,0,0.40,0.05,-0.05,0,,,,,,4.86,0.00,0.00,0,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281000,0.0864000,-0.0860000,14.2440000,0.0740000,-0.0740000,9.1980000,0.0260000,-0.0260000,12.9025000,0.0011510,-0.0011510
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,0,,,,,156.000000,10.000000,-10.000000,0,16.141,0.336,-0.336,0,1.440,0.030,-0.030,0,4417.83700,349.61300,-349.61300,0,13.90000,1.10000,-1.10000,0,Mass,,,,,,,,,,,,,0,M6,3064.00,76.00,-76.00,0,0.28,0.01,-0.01,0,0.11,0.01,-0.01,0,,,,,,4.59,0.06,-0.06,0,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,40.0896412,0.1940496,-0.1940496,,,,10.4040000,0.0250000,-0.0250000,15.0123000,0.0006240,-0.0006240
